category,lat,lon,x_m_from_SW,y_m_from_SW,depth_m,weed_m,fish_rate,n_pings,dist_from_swim_m,bearing_from_swim
gold,51.745166928677946,-1.4340545480395115,92.0,72.0,0.6980959595959597,0.023132819698896703,0.25757575757575757,198.0,7.86266465485474,109.34088711228128
gold,51.744824586335604,-1.434170950436246,84.0,34.0,1.416125,0.005094519597641346,0.25,16.0,40.60817623192575,180.81987836844877
gold,51.745184946695964,-1.434432855828899,66.0,74.0,0.8509130434782608,0.004222654541615768,0.2391304347826087,46.0,18.59088088611086,268.1381292642618
gold,51.745166928677946,-1.4342000510354298,82.0,72.0,0.7147384105960265,0.01126723680492864,0.23841059602649006,302.0,3.666444510582379,224.7463710007049
gold,51.745184946695964,-1.4337053408493077,116.0,74.0,0.6919117647058823,0.0,0.23529411764705882,34.0,31.42473950169156,91.1013570005075
gold,51.745184946695964,-1.4344619564280825,64.0,74.0,0.885375,0.006015868886576483,0.21875,32.0,20.58992753985447,268.31895031454945
gold,51.74514891065993,-1.4344037552297153,68.0,70.0,0.9787812499999999,0.03123554746213435,0.21875,96.0,17.20839150531595,254.48176907827252
gold,51.74513089264191,-1.434112749237879,88.0,68.0,1.0354761904761904,0.04689229142923211,0.2,105.0,7.43654311344033,152.62916816469001
gold,51.745094856605874,-1.4339963468411443,96.0,64.0,1.0089418604651161,0.028817688293041002,0.18604651162790697,86.0,15.583236750817797,132.88085129866397
gold,51.745166928677946,-1.4342291516346135,80.0,72.0,0.6777571428571428,0.001610425647886626,0.18571428571428572,70.0,5.26944772476919,240.38476862663933
gold,51.74511287462389,-1.434345554031348,72.0,66.0,0.9624259259259259,0.00812553795557611,0.18518518518518517,54.0,15.241796492015071,235.63231018092796
gold,51.745166928677946,-1.434170950436246,84.0,72.0,0.5187464387464388,9.882077173093475e-06,0.1794871794871795,351.0,2.6680613512968794,192.57901817537277
gold,51.745184946695964,-1.4336762402501242,118.0,74.0,0.7275714285714285,0.0,0.17857142857142858,28.0,33.424392122733934,91.03545965130101
gold,51.745166928677946,-1.4344037552297153,68.0,72.0,0.8630857142857142,0.0023784748030325556,0.17142857142857143,35.0,16.784298113816032,261.07472907605944
gold,51.745184946695964,-1.4340545480395115,92.0,74.0,0.7239,0.010167360388484217,0.1625,80.0,7.443481742297763,94.6545180125128
gold,51.745184946695964,-1.4336180390517568,122.0,74.0,0.89275,0.0,0.15625,32.0,37.42380874289103,90.92479171378719
gold,51.745184946695964,-1.4344910570272662,62.0,74.0,0.9391538461538461,0.011206275514288001,0.15384615384615385,26.0,22.589142968943136,268.46776608908556
gold,51.745184946695964,-1.4346074594240008,54.0,74.0,0.983153846153846,0.036353691400517626,0.15384615384615385,26.0,30.587030519011407,268.8684754742044
gold,51.745184946695964,-1.4339381456427769,100.0,74.0,0.5072702702702703,0.0006327867930365329,0.14864864864864866,74.0,15.430760336041061,92.24334826858399
gold,51.74514891065993,-1.4344910570272662,62.0,70.0,0.956037037037037,0.0010919695276268289,0.14814814814814814,27.0,23.045640154374468,258.4760052179495
